Time  (s),Displacement  (m),Velocity (m/s),Acceleration  (m/s²),Car Mass  (kg),Momentum  (kg•m/s),Force (N),Potential Energy  (J),Kinetic Energy  (J),Sample ID
6.2581,0.5073,-0.8582,-0.5872,0.6,-0.5149,-0.3523,0.5032,0.221,
6.2779,0.4903,-0.8709,-0.5193,0.6,-0.5225,-0.3116,0.4656,0.2275,
6.2993,0.4714,-0.8794,-0.3074,0.6,-0.5276,-0.1844,0.433,0.232,
6.3186,0.4545,-0.8836,-0.1701,0.6,-0.5301,-0.1021,0.3981,0.2342,
6.3398,0.4356,-0.8862,0.2029,0.6,-0.5317,0.1218,0.3679,0.2356,
6.3591,0.4186,-0.876,0.5503,0.6,-0.5256,0.3302,0.3389,0.2302,
6.3785,0.4017,-0.8649,0.4452,0.6,-0.5189,0.2671,0.311,0.2244,
6.3983,0.3847,-0.8586,0.4773,0.6,-0.5152,0.2864,0.2843,0.2212,
6.4181,0.3677,-0.846,0.7863,0.6,-0.5076,0.4718,0.2588,0.2147,
6.4385,0.3507,-0.8269,0.8346,0.6,-0.4961,0.5008,0.2345,0.2051,
6.4591,0.3338,-0.8118,1.0846,0.6,-0.4871,0.6508,0.2139,0.1977,
6.4779,0.3187,-0.7848,1.7409,0.6,-0.4709,1.0446,0.1942,0.1848,
6.4976,0.3036,-0.7445,2.0516,0.6,-0.4467,1.2309,0.1754,0.1663,
6.5185,0.2885,-0.7015,1.9205,0.6,-0.4209,1.1523,0.1598,0.1476,
6.5379,0.2753,-0.6669,1.7927,0.6,-0.4002,1.0756,0.1449,0.1334,
6.5581,0.2621,-0.6305,2.0139,0.6,-0.3783,1.2083,0.1327,0.1193,
6.5767,0.2508,-0.5891,2.022,0.6,-0.3535,1.2132,0.121,0.1041,
6.5965,0.2395,-0.5531,1.7456,0.6,-0.3319,1.0474,0.1099,0.0918,
6.6176,0.2282,-0.5178,1.6681,0.6,-0.3107,1.0008,0.101,0.0804,
6.6366,0.2187,-0.4862,1.8642,0.6,-0.2917,1.1185,0.0925,0.0709,
6.6565,0.2093,-0.4451,1.9727,0.6,-0.267,1.1836,0.0844,0.0594,
6.679,0.1999,-0.4028,1.9655,0.6,-0.2417,1.1793,0.0781,0.0487,
6.6986,0.1923,-0.3626,2.2273,0.6,-0.2175,1.3364,0.0736,0.0394,
6.7152,0.1867,-0.3227,2.3964,0.6,-0.1936,1.4378,0.0692,0.0312,
6.7337,0.181,-0.2785,2.3479,0.6,-0.1671,1.4088,0.065,0.0233,
6.7562,0.1754,-0.2266,2.4544,0.6,-0.136,1.4726,0.0622,0.0154,
6.7748,0.1716,-0.1782,2.4271,0.6,-0.1069,1.4562,0.0595,0.0095,
6.7998,0.1678,-0.1219,3.3579,0.6,-0.0731,2.0147,0.0582,0.0045,
6.8205,0.1659,-0.0295,3.0546,0.6,-0.0177,1.8328,0.0595,0.0003,
6.8786,0.1678,0.0661,1.5649,0.6,0.0397,0.9389,0.0622,0.0013,
6.9168,0.1716,0.1228,2.4421,0.6,0.0737,1.4653,0.0636,0.0045,
6.9298,0.1735,0.167,2.4181,0.6,0.1002,1.4509,0.0678,0.0084,
6.9596,0.1791,0.2098,2.0108,0.6,0.1259,1.2065,0.0707,0.0132,
6.976,0.1829,0.2522,2.0845,0.6,0.1513,1.2507,0.0751,0.0191,
6.9969,0.1886,0.2853,1.7387,0.6,0.1712,1.0432,0.0797,0.0244,
7.0157,0.1942,0.3209,1.7771,0.6,0.1925,1.0663,0.086,0.0309,
7.0378,0.2018,0.3576,1.6298,0.6,0.2146,0.9779,0.0925,0.0384,
7.058,0.2093,0.3899,1.606,0.6,0.234,0.9636,0.0993,0.0456,
7.0766,0.2169,0.4199,1.5931,0.6,0.2519,0.9559,0.1081,0.0529,
7.0984,0.2263,0.4542,1.5608,0.6,0.2725,0.9365,0.1172,0.0619,
7.1181,0.2357,0.4847,1.4992,0.6,0.2908,0.8995,0.1268,0.0705,
7.1372,0.2451,0.5124,1.5429,0.6,0.3075,0.9257,0.1387,0.0788,
7.1586,0.2565,0.5474,1.6287,0.6,0.3285,0.9772,0.1512,0.0899,
7.1787,0.2678,0.58,1.6125,0.6,0.348,0.9675,0.1642,0.1009,
7.1976,0.2791,0.6103,1.3818,0.6,0.3662,0.8291,0.18,0.1117,
7.2188,0.2923,0.6349,1.1611,0.6,0.3809,0.6966,0.1966,0.1209,
7.2392,0.3055,0.6586,1.1393,0.6,0.3951,0.6836,0.2139,0.1301,
7.2589,0.3187,0.6806,1.1107,0.6,0.4083,0.6664,0.2319,0.139,
7.278,0.3319,0.7017,1.0028,0.6,0.421,0.6017,0.2533,0.1477,
7.2992,0.347,0.7208,0.7847,0.6,0.4325,0.4708,0.2728,0.1559,
7.3173,0.3602,0.7329,0.4977,0.6,0.4398,0.2986,0.296,0.1612,
7.3378,0.3753,0.7396,0.3911,0.6,0.4437,0.2347,0.3202,0.1641,
7.358,0.3903,0.7488,0.2902,0.6,0.4493,0.1741,0.3452,0.1682,
7.378,0.4054,0.7513,0.0155,0.6,0.4508,0.0093,0.3712,0.1693,
7.3982,0.4205,0.7494,0.045,0.6,0.4496,0.027,0.3981,0.1685,
7.4183,0.4356,0.7531,-0.0005,0.6,0.4519,-0.0003,0.4259,0.1702,
7.4383,0.4507,0.7494,-0.2304,0.6,0.4497,-0.1383,0.4546,0.1685,
7.4586,0.4658,0.7438,-0.5,0.6,0.4463,-0.3,0.4842,0.166,
7.4789,0.4809,0.7291,-0.9049,0.6,0.4374,-0.543,0.5147,0.1595,
7.4999,0.4959,0.7063,-0.7995,0.6,0.4238,-0.4797,0.5422,0.1497,
7.5188,0.5091,0.6966,-0.7198,0.6,0.4179,-0.4319,0.5703,0.1456,
7.5378,0.5223,0.679,-0.8576,0.6,0.4074,-0.5146,0.5992,0.1383,
7.5577,0.5355,0.6633,-0.794,0.6,0.398,-0.4764,0.6287,0.132,
7.5776,0.5487,0.6474,-1.0024,0.6,0.3885,-0.6014,0.6589,0.1258,
7.5985,0.5619,0.6222,-1.1701,0.6,0.3733,-0.702,0.6853,0.1162,
7.6171,0.5733,0.6011,-1.1944,0.6,0.3607,-0.7167,0.7167,0.1084,
7.6395,0.5865,0.573,-1.344,0.6,0.3438,-0.8064,0.7442,0.0985,
7.6598,0.5978,0.5439,-1.4795,0.6,0.3263,-0.8877,0.7675,0.0887,
7.6775,0.6072,0.5169,-1.5755,0.6,0.3101,-0.9453,0.7911,0.0801,
7.6962,0.6166,0.4865,-1.6495,0.6,0.2919,-0.9897,0.8151,0.071,
7.7164,0.6261,0.4527,-1.6862,0.6,0.2716,-1.0117,0.8394,0.0615,
7.738,0.6355,0.416,-1.8416,0.6,0.2496,-1.105,0.8591,0.0519,
7.7569,0.643,0.3785,-1.9447,0.6,0.2271,-1.1668,0.879,0.043,
7.778,0.6506,0.3383,-1.8679,0.6,0.203,-1.1207,0.8941,0.0343,
7.7957,0.6562,0.3059,-1.9541,0.6,0.1835,-1.1725,0.9092,0.0281,
7.815,0.6619,0.2658,-1.9988,0.6,0.1595,-1.1993,0.9245,0.0212,
7.8387,0.6675,0.2203,-1.2664,0.6,0.1322,-0.7598,0.9348,0.0146,
7.8573,0.6713,0.2089,-2.048,0.6,0.1253,-1.2288,0.94,0.0131,
7.8662,0.6732,0.1779,-2.9794,0.6,0.1067,-1.7876,0.9503,0.0095,
7.8929,0.677,0.1118,-3.0626,0.6,0.0671,-1.8376,0.9555,0.0037,
7.9163,0.6789,0.0264,-2.4173,0.6,0.0159,-1.4504,0.9503,0.0002,
7.9833,0.677,-0.053,-1.6721,0.6,-0.0318,-1.0033,0.9451,0.0008,
8.0078,0.6751,-0.1059,-1.9701,0.6,-0.0635,-1.182,0.9348,0.0034,
8.0361,0.6713,-0.1563,-1.7543,0.6,-0.0938,-1.0526,0.9245,0.0073,
8.0574,0.6675,-0.1931,-1.9172,0.6,-0.1159,-1.1503,0.9143,0.0112,
8.0752,0.6638,-0.2306,-1.7356,0.6,-0.1384,-1.0414,0.8991,0.016,
8.0977,0.6581,-0.2613,-1.4418,0.6,-0.1568,-0.8651,0.884,0.0205,
8.1185,0.6525,-0.2929,-1.6707,0.6,-0.1758,-1.0024,0.869,0.0257,
8.1365,0.6468,-0.3257,-1.5361,0.6,-0.1954,-0.9217,0.8492,0.0318,
8.1589,0.6393,-0.3537,-1.3848,0.6,-0.2122,-0.8309,0.8296,0.0375,
8.1793,0.6317,-0.3847,-1.5429,0.6,-0.2308,-0.9257,0.8103,0.0444,
8.1982,0.6242,-0.4143,-1.5047,0.6,-0.2486,-0.9028,0.7911,0.0515,
8.2158,0.6166,-0.4397,-1.3192,0.6,-0.2638,-0.7915,0.7675,0.058,
8.2368,0.6072,-0.4648,-1.3284,0.6,-0.2789,-0.797,0.7442,0.0648,
8.2563,0.5978,-0.4933,-1.2732,0.6,-0.296,-0.7639,0.7167,0.073,
8.2787,0.5865,-0.5176,-1.1569,0.6,-0.3106,-0.6942,0.6942,0.0804,
8.2966,0.577,-0.5396,-1.032,0.6,-0.3238,-0.6192,0.6676,0.0874,
8.3172,0.5657,-0.5568,-0.86,0.6,-0.3341,-0.516,0.6415,0.093,
8.3372,0.5544,-0.5745,-0.8429,0.6,-0.3447,-0.5058,0.6117,0.099,
8.3598,0.5412,-0.5926,-0.6691,0.6,-0.3555,-0.4014,0.5867,0.1053,
8.3786,0.5299,-0.6027,-0.4397,0.6,-0.3616,-0.2638,0.5622,0.109,
8.3973,0.5186,-0.6091,-0.5967,0.6,-0.3655,-0.358,0.5343,0.1113,
8.4188,0.5054,-0.6274,-0.8091,0.6,-0.3764,-0.4854,0.507,0.1181,
8.4394,0.4922,-0.6432,-0.5206,0.6,-0.3859,-0.3124,0.4842,0.1241,
8.4569,0.4809,-0.648,-0.3761,0.6,-0.3888,-0.2256,0.4582,0.126,
8.4772,0.4677,-0.6577,-0.3843,0.6,-0.3946,-0.2306,0.4294,0.1298,
8.4999,0.4526,-0.6643,-0.1202,0.6,-0.3986,-0.0721,0.4049,0.1324,
8.5198,0.4394,-0.6633,0.0251,0.6,-0.398,0.0151,0.3812,0.132,
8.5397,0.4262,-0.6633,0.1633,0.6,-0.398,0.098,0.3581,0.132,
8.5596,0.413,-0.6568,0.1214,0.6,-0.3941,0.0729,0.3357,0.1294,
8.5799,0.3998,-0.6585,-0.0292,0.6,-0.3951,-0.0175,0.314,0.1301,
8.5997,0.3866,-0.658,0.4724,0.6,-0.3948,0.2834,0.296,0.1299,
8.6171,0.3753,-0.642,0.6737,0.6,-0.3852,0.4042,0.2757,0.1237,
8.6379,0.3621,-0.6331,0.3527,0.6,-0.3799,0.2116,0.2561,0.1202,
8.6588,0.3489,-0.6273,0.5349,0.6,-0.3764,0.321,0.2398,0.118,
8.6771,0.3375,-0.6128,0.8916,0.6,-0.3677,0.535,0.2215,0.1127,
8.699,0.3243,-0.5911,1.1544,0.6,-0.3547,0.6926,0.2064,0.1048,
8.7185,0.313,-0.5654,1.2126,0.6,-0.3392,0.7276,0.1918,0.0959,
8.739,0.3017,-0.5427,1.1872,0.6,-0.3256,0.7123,0.18,0.0883,
8.7566,0.2923,-0.5204,1.3219,0.6,-0.3122,0.7931,0.1664,0.0812,
8.7789,0.281,-0.4897,1.6311,0.6,-0.2938,0.9787,0.1555,0.0719,
8.799,0.2715,-0.4518,1.8077,0.6,-0.2711,1.0846,0.147,0.0612,
8.8164,0.264,-0.4217,1.6369,0.6,-0.253,0.9821,0.1367,0.0533,
8.8392,0.2546,-0.3865,1.9966,0.6,-0.2319,1.198,0.1307,0.0448,
8.855,0.2489,-0.3478,1.776,0.6,-0.2087,1.0656,0.1229,0.0363,
8.8774,0.2414,-0.3231,1.5814,0.6,-0.1939,0.9488,0.1172,0.0313,
8.8957,0.2357,-0.2854,1.9051,0.6,-0.1712,1.143,0.1117,0.0244,
8.9173,0.2301,-0.2476,1.7104,0.6,-0.1486,1.0262,0.1081,0.0184,
8.9334,0.2263,-0.2207,1.7516,0.6,-0.1324,1.051,0.1045,0.0146,
8.9519,0.2225,-0.1868,1.7569,0.6,-0.1121,1.0542,0.101,0.0105,
8.9745,0.2187,-0.1488,2.0925,0.6,-0.0893,1.2555,0.0993,0.0066,
8.9884,0.2169,-0.114,2.1974,0.6,-0.0684,1.3184,0.0976,0.0039,
9.0077,0.215,-0.0775,2.2477,0.6,-0.0465,1.3486,0.0958,0.0018,
9.0413,0.2131,0.01,2.413,0.6,0.006,1.4478,0.0976,0,
9.0661,0.215,0.0651,1.2648,0.6,0.0391,0.7589,0.0993,0.0013,
9.1015,0.2169,0.076,0.6872,0.6,0.0456,0.4123,0.1027,0.0017,
9.1391,0.2206,0.1161,1.7093,0.6,0.0697,1.0256,0.1045,0.004,
9.1533,0.2225,0.1495,1.8391,0.6,0.0897,1.1035,0.1081,0.0067,
9.1763,0.2263,0.18,1.3041,0.6,0.108,0.7824,0.1117,0.0097,
9.1958,0.2301,0.205,1.5073,0.6,0.123,0.9044,0.1154,0.0126,
9.213,0.2338,0.2348,1.469,0.6,0.1409,0.8814,0.121,0.0165,
9.2354,0.2395,0.2618,1.2084,0.6,0.1571,0.7251,0.1268,0.0206,
9.2562,0.2451,0.287,1.4052,0.6,0.1722,0.8431,0.1327,0.0247,
9.2749,0.2508,0.3169,1.4245,0.6,0.1901,0.8547,0.1408,0.0301,
9.2977,0.2583,0.3454,1.2179,0.6,0.2073,0.7307,0.1491,0.0358,
9.3187,0.2659,0.3703,1.103,0.6,0.2222,0.6618,0.1576,0.0411,
9.3385,0.2734,0.3905,1.1503,0.6,0.2343,0.6902,0.1664,0.0457,
9.3574,0.281,0.4147,1.1129,0.6,0.2488,0.6678,0.1777,0.0516,
9.3794,0.2904,0.4355,1.1088,0.6,0.2613,0.6653,0.187,0.0569,
9.3963,0.2979,0.457,1.198,0.6,0.2742,0.7188,0.199,0.0627,
9.4165,0.3074,0.4797,0.9428,0.6,0.2878,0.5657,0.2139,0.069,
9.4396,0.3187,0.4973,0.8245,0.6,0.2984,0.4947,0.2267,0.0742,
9.4582,0.3281,0.5138,0.8935,0.6,0.3083,0.5361,0.2398,0.0792,
9.4762,0.3375,0.53,0.667,0.6,0.318,0.4002,0.2561,0.0843,
9.4974,0.3489,0.5392,0.4443,0.6,0.3235,0.2666,0.2728,0.0872,
9.5183,0.3602,0.5487,0.4243,0.6,0.3292,0.2546,0.2902,0.0903,
9.5386,0.3715,0.5567,0.3695,0.6,0.334,0.2217,0.308,0.093,
9.5589,0.3828,0.5637,0.3871,0.6,0.3382,0.2322,0.3263,0.0953,
9.5787,0.3941,0.5722,0.141,0.6,0.3433,0.0846,0.3452,0.0982,
9.5984,0.4054,0.5693,-0.0836,0.6,0.3416,-0.0502,0.3646,0.0972,
9.6184,0.4167,0.5689,-0.01,0.6,0.3414,-0.006,0.3845,0.0971,
9.6383,0.4281,0.5689,-0.0975,0.6,0.3414,-0.0585,0.4049,0.0971,
9.6583,0.4394,0.565,-0.2025,0.6,0.339,-0.1215,0.4259,0.0958,
9.6783,0.4507,0.5608,-0.307,0.6,0.3365,-0.1842,0.4473,0.0944,
9.6986,0.462,0.5526,-0.5491,0.6,0.3316,-0.3294,0.4693,0.0916,
9.7192,0.4733,0.5383,-0.6729,0.6,0.323,-0.4038,0.488,0.0869,
9.737,0.4827,0.5267,-0.5862,0.6,0.316,-0.3517,0.5109,0.0832,
9.7587,0.4941,0.5154,-0.9082,0.6,0.3092,-0.5449,0.5303,0.0797,
9.7773,0.5035,0.4913,-1.0362,0.6,0.2948,-0.6217,0.5502,0.0724,
9.797,0.5129,0.476,-0.7823,0.6,0.2856,-0.4694,0.5703,0.068,
9.8168,0.5223,0.4604,-0.8118,0.6,0.2762,-0.4871,0.5909,0.0636,
9.8381,0.5318,0.4426,-0.9412,0.6,0.2656,-0.5647,0.6117,0.0588,
9.8595,0.5412,0.4202,-1.2399,0.6,0.2521,-0.744,0.6287,0.053,
9.8782,0.5487,0.3934,-1.2293,0.6,0.2361,-0.7376,0.6458,0.0464,
9.8979,0.5563,0.3732,-1.0223,0.6,0.2239,-0.6134,0.6632,0.0418,
9.9187,0.5638,0.352,-1.2536,0.6,0.2112,-0.7522,0.6764,0.0372,
9.9353,0.5695,0.3273,-1.3041,0.6,0.1964,-0.7825,0.6942,0.0321,
9.9594,0.577,0.3003,-1.1845,0.6,0.1802,-0.7107,0.7077,0.027,
9.9791,0.5827,0.2757,-1.5554,0.6,0.1654,-0.9332,0.7167,0.0228,
9.9936,0.5865,0.2487,-1.5151,0.6,0.1492,-0.909,0.7304,0.0186,
10.0174,0.5921,0.2209,-1.3802,0.6,0.1325,-0.8281,0.7396,0.0146,
10.0358,0.5959,0.1916,-1.5613,0.6,0.115,-0.9368,0.7488,0.011,
10.0573,0.5997,0.1587,-1.6948,0.6,0.0952,-1.0169,0.7535,0.0076,
10.0701,0.6015,0.1349,-1.4943,0.6,0.081,-0.8966,0.7581,0.0055,
10.0848,0.6034,0.1183,-1.4347,0.6,0.071,-0.8608,0.7628,0.0042,
10.1025,0.6053,0.0875,-2.1032,0.6,0.0525,-1.2619,0.7675,0.0023,
10.1306,0.6072,0.0182,-1.8369,0.6,0.0109,-1.1021,0.7628,0.0001,
10.1913,0.6053,-0.0551,-1.0395,0.6,-0.033,-0.6237,0.7535,0.0009,
10.2395,0.6015,-0.0971,-1.4293,0.6,-0.0583,-0.8576,0.7488,0.0028,
10.2551,0.5997,-0.1281,-1.901,0.6,-0.0768,-1.1406,0.7442,0.0049,
10.2686,0.5978,-0.1526,-1.5719,0.6,-0.0916,-0.9431,0.735,0.007,
10.2917,0.594,-0.1833,-1.1468,0.6,-0.11,-0.6881,0.7213,0.0101,
10.3199,0.5883,-0.2105,-1.2071,0.6,-0.1263,-0.7243,0.7122,0.0133,
10.3368,0.5846,-0.235,-1.324,0.6,-0.141,-0.7944,0.6987,0.0166,
10.3595,0.5789,-0.2622,-1.2718,0.6,-0.1573,-0.7631,0.6897,0.0206,
10.3734,0.5751,-0.2809,-1.1054,0.6,-0.1686,-0.6632,0.672,0.0237,
10.3994,0.5676,-0.3034,-1.1031,0.6,-0.1821,-0.6619,0.6589,0.0276,
10.4173,0.5619,-0.3274,-1.1188,0.6,-0.1964,-0.6713,0.6415,0.0322,
10.4396,0.5544,-0.3474,-0.9987,0.6,-0.2084,-0.5992,0.6287,0.0362,
10.4555,0.5487,-0.3649,-0.9216,0.6,-0.2189,-0.553,0.6117,0.0399,
10.4757,0.5412,-0.3799,-0.734,0.6,-0.228,-0.4404,0.595,0.0433,
10.495,0.5337,-0.3939,-0.682,0.6,-0.2363,-0.4092,0.5744,0.0465,
10.5188,0.5242,-0.4091,-0.8221,0.6,-0.2454,-0.4933,0.5582,0.0502,
10.5367,0.5167,-0.4271,-0.7921,0.6,-0.2563,-0.4753,0.5382,0.0547,
10.5583,0.5073,-0.4396,-0.5137,0.6,-0.2637,-0.3082,0.5186,0.058,
10.5797,0.4978,-0.4492,-0.6213,0.6,-0.2695,-0.3728,0.5032,0.0605,
10.5962,0.4903,-0.4623,-0.727,0.6,-0.2774,-0.4362,0.4842,0.0641,
10.6162,0.4809,-0.4755,-0.5093,0.6,-0.2853,-0.3056,0.4619,0.0678,
10.6399,0.4695,-0.484,-0.257,0.6,-0.2904,-0.1542,0.4437,0.0703,
10.6592,0.4601,-0.487,-0.1788,0.6,-0.2922,-0.1073,0.4259,0.0712,
10.6785,0.4507,-0.4909,-0.3063,0.6,-0.2945,-0.1838,0.4084,0.0723,
10.6975,0.4413,-0.4987,-0.2449,0.6,-0.2992,-0.147,0.3913,0.0746,
10.7164,0.4318,-0.5002,0.0749,0.6,-0.3001,0.0449,0.3712,0.0751,
10.7391,0.4205,-0.495,0.0151,0.6,-0.297,0.009,0.3548,0.0735,
10.7582,0.4111,-0.4988,-0.1156,0.6,-0.2993,-0.0694,0.3389,0.0746,
10.7768,0.4017,-0.4994,0.2891,0.6,-0.2997,0.1734,0.3202,0.0748,
10.7999,0.3903,-0.4853,0.4194,0.6,-0.2912,0.2516,0.305,0.0707,
10.8196,0.3809,-0.4808,0.2353,0.6,-0.2885,0.1412,0.2902,0.0694,
10.839,0.3715,-0.4761,0.2978,0.6,-0.2857,0.1787,0.2757,0.068,
10.8591,0.3621,-0.469,0.2707,0.6,-0.2814,0.1624,0.2616,0.066,
10.8793,0.3526,-0.4652,0.5695,0.6,-0.2791,0.3417,0.2506,0.0649,
10.8956,0.3451,-0.4497,0.7371,0.6,-0.2698,0.4423,0.2371,0.0607,
10.917,0.3357,-0.4385,0.575,0.6,-0.2631,0.345,0.2241,0.0577,
10.9387,0.3262,-0.4249,0.7722,0.6,-0.255,0.4633,0.2139,0.0542,
10.9569,0.3187,-0.4082,0.8763,0.6,-0.2449,0.5258,0.2039,0.05,
10.9757,0.3111,-0.3925,1.0597,0.6,-0.2355,0.6358,0.1942,0.0462,
10.9954,0.3036,-0.3672,1.1822,0.6,-0.2203,0.7093,0.1847,0.0405,
11.0166,0.2961,-0.3443,1.0291,0.6,-0.2066,0.6174,0.1754,0.0356,
11.0393,0.2885,-0.3221,1.1161,0.6,-0.1933,0.6696,0.1686,0.0311,
11.0574,0.2829,-0.2994,1.2971,0.6,-0.1796,0.7783,0.162,0.0269,
11.0771,0.2772,-0.273,1.339,0.6,-0.1638,0.8034,0.1555,0.0224,
11.0993,0.2715,-0.2433,1.3428,0.6,-0.146,0.8057,0.1512,0.0178,
11.1154,0.2678,-0.2216,1.2329,0.6,-0.133,0.7397,0.147,0.0147,
11.1332,0.264,-0.2017,1.3065,0.6,-0.121,0.7839,0.1428,0.0122,
11.1532,0.2602,-0.1718,1.1915,0.6,-0.1031,0.7149,0.1387,0.0089,
11.1773,0.2565,-0.1504,1.5486,0.6,-0.0902,0.9292,0.1367,0.0068,
11.1902,0.2546,-0.1219,1.9904,0.6,-0.0731,1.1943,0.1347,0.0045,
11.2099,0.2527,-0.087,2.1348,0.6,-0.0522,1.2809,0.1327,0.0023,
11.2344,0.2508,-0.0258,1.7503,0.6,-0.0155,1.0502,0.1347,0.0002,
11.3075,0.2527,0.0475,1.0341,0.6,0.0285,0.6205,0.1367,0.0007,
11.335,0.2546,0.0768,1.1238,0.6,0.0461,0.6743,0.1387,0.0018,
11.3575,0.2565,0.1034,1.5163,0.6,0.0621,0.9098,0.1408,0.0032,
11.3722,0.2583,0.1306,1.073,0.6,0.0783,0.6438,0.1449,0.0051,
11.3996,0.2621,0.1387,0.9033,0.6,0.0832,0.542,0.147,0.0058,
11.4133,0.264,0.1594,1.4687,0.6,0.0956,0.8812,0.1512,0.0076,
11.4344,0.2678,0.1895,1.3826,0.6,0.1137,0.8296,0.1555,0.0108,
11.453,0.2715,0.2144,1.1028,0.6,0.1286,0.6617,0.162,0.0138,
11.4778,0.2772,0.2359,0.8857,0.6,0.1416,0.5314,0.1664,0.0167,
11.4935,0.281,0.2501,0.9131,0.6,0.15,0.5478,0.1732,0.0188,
11.5152,0.2866,0.2701,0.9163,0.6,0.1621,0.5498,0.18,0.0219,
11.5354,0.2923,0.2885,0.9607,0.6,0.1731,0.5764,0.187,0.025,
11.5544,0.2979,0.3077,0.9124,0.6,0.1846,0.5475,0.1966,0.0284,
11.5781,0.3055,0.327,0.8476,0.6,0.1962,0.5086,0.2039,0.0321,
11.5949,0.3111,0.3418,0.7746,0.6,0.2051,0.4647,0.2139,0.035,
11.6166,0.3187,0.3563,0.7399,0.6,0.2138,0.4439,0.2241,0.0381,
11.6373,0.3262,0.3731,0.7114,0.6,0.2238,0.4268,0.2345,0.0418,
11.6571,0.3338,0.3852,0.5684,0.6,0.2311,0.3411,0.2452,0.0445,
11.6765,0.3413,0.3954,0.4411,0.6,0.2373,0.2646,0.2561,0.0469,
11.6953,0.3489,0.4021,0.2612,0.6,0.2413,0.1567,0.27,0.0485,
11.7188,0.3583,0.406,0.4676,0.6,0.2436,0.2806,0.2814,0.0495,
11.737,0.3658,0.42,0.4882,0.6,0.252,0.2929,0.296,0.0529,
11.7592,0.3753,0.4246,0.0418,0.6,0.2548,0.0251,0.308,0.0541,
11.777,0.3828,0.4224,0.1116,0.6,0.2534,0.067,0.3232,0.0535,
11.7992,0.3922,0.4301,0.4895,0.6,0.2581,0.2937,0.3357,0.0555,
11.8166,0.3998,0.4411,0.2047,0.6,0.2647,0.1228,0.3516,0.0584,
11.8377,0.4092,0.4364,-0.2114,0.6,0.2618,-0.1268,0.3679,0.0571,
11.8597,0.4186,0.432,-0.1,0.6,0.2592,-0.06,0.3812,0.056,
11.8771,0.4262,0.432,-0.1477,0.6,0.2592,-0.0886,0.3981,0.056,
11.8991,0.4356,0.4255,-0.2183,0.6,0.2553,-0.131,0.4119,0.0543,
11.9168,0.4431,0.423,-0.2506,0.6,0.2538,-0.1504,0.4294,0.0537,
11.9393,0.4526,0.4149,-0.4816,0.6,0.2489,-0.289,0.4437,0.0516,
11.9577,0.4601,0.4038,-0.5779,0.6,0.2423,-0.3468,0.4582,0.0489,
11.9767,0.4677,0.3933,-0.6474,0.6,0.236,-0.3885,0.473,0.0464,
11.9961,0.4752,0.3789,-0.6533,0.6,0.2274,-0.392,0.488,0.0431,
12.0163,0.4827,0.3675,-0.6841,0.6,0.2205,-0.4105,0.5032,0.0405,
12.0372,0.4903,0.3507,-0.742,0.6,0.2104,-0.4452,0.5186,0.0369,
12.0594,0.4978,0.3356,-0.9249,0.6,0.2014,-0.5549,0.5303,0.0338,
12.0765,0.5035,0.3156,-1.0289,0.6,0.1894,-0.6174,0.5422,0.0299,
12.0953,0.5091,0.2989,-0.7915,0.6,0.1794,-0.4749,0.5542,0.0268,
12.1143,0.5148,0.2857,-0.9021,0.6,0.1714,-0.5413,0.5663,0.0245,
12.1353,0.5205,0.2624,-0.9213,0.6,0.1574,-0.5528,0.5785,0.0207,
12.1574,0.5261,0.2462,-0.8759,0.6,0.1477,-0.5256,0.5867,0.0182,
12.1733,0.5299,0.23,-1.1548,0.6,0.138,-0.6929,0.595,0.0159,
12.1905,0.5337,0.2078,-1.2138,0.6,0.1247,-0.7283,0.6033,0.013,
12.2095,0.5374,0.1862,-1.0684,0.6,0.1117,-0.6411,0.6117,0.0104,
12.2309,0.5412,0.1648,-1.088,0.6,0.0989,-0.6528,0.6202,0.0081,
12.2559,0.545,0.1354,-1.2161,0.6,0.0812,-0.7297,0.6244,0.0055,
12.2719,0.5469,0.1153,-1.1778,0.6,0.0692,-0.7067,0.6287,0.004,
12.288,0.5487,0.0976,-1.1528,0.6,0.0585,-0.6917,0.6329,0.0029,
12.3108,0.5506,0.0701,-1.4624,0.6,0.0421,-0.8774,0.6372,0.0015,
12.3442,0.5525,0.0127,-1.3188,0.6,0.0076,-0.7913,0.6329,0,
12.4047,0.5506,-0.0429,-0.7761,0.6,-0.0258,-0.4657,0.6287,0.0006,
12.4396,0.5487,-0.065,-0.9091,0.6,-0.039,-0.5454,0.6244,0.0013,
12.4634,0.5469,-0.0932,-1.1493,0.6,-0.0559,-0.6896,0.6159,0.0026,
12.4977,0.5431,-0.1314,-1.4449,0.6,-0.0788,-0.8669,0.6117,0.0052,
12.5102,0.5412,-0.1536,-1.0839,0.6,-0.0921,-0.6504,0.6033,0.0071,
12.5347,0.5374,-0.1632,-0.6218,0.6,-0.0979,-0.3731,0.595,0.008,
12.5563,0.5337,-0.1816,-0.9007,0.6,-0.109,-0.5404,0.5867,0.0099,
12.5761,0.5299,-0.2004,-0.8731,0.6,-0.1202,-0.5239,0.5785,0.012,
12.5943,0.5261,-0.2149,-0.7385,0.6,-0.1289,-0.4431,0.5703,0.0138,
12.6115,0.5223,-0.2266,-0.7737,0.6,-0.136,-0.4642,0.5582,0.0154,
